_id,objectid,has_wifi,location_name,public_name,address,postal_code,building_type,gis_id,asset_id,owner,neighbourhood,is_nia,is_emerging,ward,ward_number,telephone,website,globalid,geometry
143,181,Y,MAIN STREET,Main Street Public Library,137 MAIN ST,M4E 2V9,Library,NA,NA,,East End-Danforth (62),N,N,Beaches-East York ,19,416-393-7700,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB062,88e31dd7-6f81-41a6-977c-9265d10f57ab,"c(-79.2994704897932, 43.6833718400094)"
144,182,Y,MALVERN,Malvern Recreation Centre,30 SEWELLS RD,M1B 3G5,Library,NA,NA,,Malvern East (146),N,Y,Scarborough-Rouge Park ,25,416-396-8969,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB012,6a289c15-bbe7-4e62-bbd3-44d9fad2a341,"c(-79.2163862299381, 43.8085677101913)"
145,183,Y,MARIA A. SHCHUKA,Maria A. Shchuka Public Library,1745 EGLINTON AVE W,M6E 2H4,Library,NA,NA,,Oakwood Village (107),N,N,Toronto-St. Paul's ,12,416-394-1000,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB013,9940abfd-5051-4524-8140-02fe4b097f1e,"c(-79.4472496602041, 43.6960393201319)"
146,184,Y,MARYVALE,Parkway Mall,85 ELLESMERE RD,M1R 4B9,Library,NA,NA,,Wexford/Maryvale (119),N,N,Scarborough Centre ,21,416-396-8931,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB063,a54c7d04-a6bc-48ca-87d4-b481a8a1afeb,"c(-79.3124106298328, 43.7570957497033)"
147,185,Y,MCGREGOR PARK,McGregor Park Public Library,2219 LAWRENCE AVE E,M1P 2P5,Library,NA,NA,,Dorset Park (126),N,Y,Scarborough Centre ,21,416-396-8935,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB064,5dcdb72b-b6ed-4830-bd03-d2becfeccf9e,"c(-79.281090930334, 43.7479109200512)"
148,186,Y,MIMICO CENTENNIAL,Mimico Public Library,47 STATION RD,M8V 2R1,Library,NA,NA,,Mimico-Queensway (160),N,N,Etobicoke-Lakeshore,3,416-394-5330,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB065,7a2f0c19-6e5e-43a2-b081-e4662ac92c8e,"c(-79.4937450498535, 43.6148016202916)"
149,187,Y,MORNINGSIDE,Morningside Public Library,4279 LAWRENCE AVE E,M1E 2S8,Library,NA,NA,,West Hill (136),Y,N,Scarborough-Rouge Park ,25,416-396-8881,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB066,3c7e1ccc-b8db-4cd9-bbc1-a8b5996696e3,"c(-79.1784470301636, 43.7698620401169)"
150,188,Y,MOUNT DENNIS,Mount Dennis Public Library,1123 WESTON RD,M6N 3S3,Library,NA,NA,,Mount Dennis (115),Y,N,York South-Weston,5,416-394-1008,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB067,e97a413e-0825-4034-bb12-4b98f49abae7,"c(-79.4882246796504, 43.6866398001795)"
151,189,Y,MOUNT PLEASANT,Mount Pleasant Public Library,599 MOUNT PLEASANT RD,M4S 2M5,Library,NA,NA,,Mount Pleasant East (99),N,N,Don Valley West ,15,416-393-7737,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB068,77b6740f-6123-40d6-9251-388a607f0193,"c(-79.3880448502195, 43.7039665101976)"
152,190,Y,NEW TORONTO,New Toronto Public Library,110 ELEVENTH ST,M8V 3G5,Library,NA,NA,,New Toronto (18),N,N,Etobicoke-Lakeshore,3,416-394-5350,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB069,05b170c0-b57c-4dea-9596-935c8f7c3e62,"c(-79.5097333497219, 43.5992448999855)"
153,191,Y,NORTH YORK CENTRAL LIBRARY,North York Central Public Library,5120 YONGE ST,M2N 5N9,Library,NA,NA,,Willowdale West (37),N,N,Willowdale ,18,416-395-5535,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB01,ae0112a4-fb8a-46f2-bee0-3b91d6c1cc61,"c(-79.4141004095769, 43.768204259678)"
154,192,Y,NORTHERN DISTRICT,Northern District Public Library,40 ORCHARD VIEW BLVD,M4R 1B9,Library,NA,NA,,Yonge-Eglinton (100),N,N,Eglinton-Lawrence,8,416-393-7610,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB014,55895aa8-c64b-4a26-a1c3-4bbd83d02c32,"c(-79.4000672902294, 43.7082784898402)"
155,193,Y,NORTHERN ELMS,Northern Elms Public Library,123 REXDALE BLVD,M9W 1P1,Library,NA,NA,,West Humber-Clairville (1),N,N,Etobicoke North,1,416-394-5230,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB070,d69d4f57-94bb-4d4b-ae01-944965aa5962,"c(-79.5652441803587, 43.7113836699014)"
156,194,Y,OAKWOOD VILLAGE LIBRARY AND ARTS CENTRE,Oakwood Village Public Library,341 OAKWOOD AVE,M6E 2W1,Library,NA,NA,,Oakwood Village (107),N,N,Toronto-St. Paul's ,12,416-394-1040,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB071,acdf7d71-933f-491e-82ca-a6f1d18f3a9a,"c(-79.4381553597111, 43.6865837899394)"
157,195,Y,PALMERSTON,Palmerston Public Library,560 PALMERSTON AVE,M6G 2P7,Library,NA,NA,,Annex (95),N,N,University-Rosedale ,11,416-393-7680,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB072,dd653cd6-fe27-40d5-9da4-811c421cfab5,"c(-79.4141879297401, 43.6651022999074)"
158,196,Y,PAPE/DANFORTH,Pape/Danforth Public Library,701 PAPE AVE,M4K 3S6,Library,NA,NA,,Blake-Jones (69),N,N,Toronto-Danforth ,14,416-393-7727,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB015,7654bb19-02ae-4ab2-bcaa-ba0f8312d302,"c(-79.3444428200143, 43.6786408702618)"
159,197,Y,PARKDALE,Parkdale Public Library,1303 QUEEN ST W,M6K 1L6,Library,NA,NA,,South Parkdale (85),Y,N,Parkdale-High Park,4,416-393-7686,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB073,bebd26b4-bd06-45a6-8516-ecdcde50c2ba,"c(-79.4326506597199, 43.6411508900056)"
160,198,Y,PARLIAMENT STREET,Parliament Street Public Library,269 GERRARD ST E,M5A 2G3,Library,NA,NA,,Moss Park (73),N,N,Toronto Centre ,13,416-393-7663,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB074,3a774f36-58fc-440a-b51f-c5c663c85fda,"c(-79.3679579096122, 43.6618383200756)"
161,199,Y,PERTH/DUPONT,Perth/Dupont Public Library,1589 DUPONT ST,M6P 3S5,Library,NA,NA,,Junction-Wallace Emerson (171),N,N,Davenport,9,416-393-7677,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB075,4f98d83a-739e-4716-ba46-5f4316763c6b,"c(-79.4538368804184, 43.665033859738)"
162,200,Y,PLEASANT VIEW,Pleasant View Public Library,575 VAN HORNE AVE,M2J 4S8,Library,NA,NA,,Pleasant View (46),N,N,Don Valley North ,17,416-395-5940,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB076,c6fade9d-6ac7-4fe5-9241-ae701438d44e,"c(-79.3354447802922, 43.7875616800945)"
163,201,Y,PORT UNION,Port Union Community Recreation Centre,5450 LAWRENCE AVE E,M1C 3B2,Library,NA,NA,,Centennial Scarborough (133),N,N,Scarborough-Rouge Park ,25,416-396-8885,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB077,07c13469-07e3-429a-a77d-9e54a779ddf8,"c(-79.3354447802922, 43.7875616800945)"
164,202,Y,QUEEN/SAULTER,Queen/Saulter Public Library,765 QUEEN ST E,M4M 1H3,Library,NA,NA,,South Riverdale (70),N,N,Toronto-Danforth ,14,416-393-7723,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB078,e705641c-5114-423d-8538-bd87f6ddb87e,"c(-79.3475796202054, 43.6591955403062)"
165,203,Y,REXDALE,Rexdale Public Library,2243 KIPLING AVE,M9W 4L5,Library,NA,NA,,Rexdale-Kipling (4),N,N,Etobicoke North,1,416-394-5200,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB079,ba0ac4cf-2b10-49fa-9c5e-569fa6efecc1,"c(-79.5731999803151, 43.7261607900616)"
166,204,Y,RICHVIEW,Richview Public Library,1806 ISLINGTON AVE,M9P 3N3,Library,NA,NA,,Willowridge-Martingrove-Richview (7),N,N,Etobicoke Centre,2,416-394-5120,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB016,45f20c47-98dc-4994-8ee7-df1fd30d1a60,"c(-79.5411253797707, 43.683433139953)"
167,205,Y,RIVERDALE,Riverdale Public Library,370 BROADVIEW AVE,M4K 2M8,Library,NA,NA,,North Riverdale (68),N,N,Toronto-Danforth ,14,416-393-7720,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB080,b493aeb1-6caa-42c4-a570-675c8ebfa499,"c(-79.353180180319, 43.6658148300865)"
168,206,Y,RUNNYMEDE,Runnymede Public Library,2178 BLOOR ST W,M6S 1M8,Library,NA,NA,,High Park North (88),N,N,Parkdale-High Park,4,416-393-7697,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB081,84284fe1-ae2f-4b08-880d-5842858e588a,"c(-79.4739122103007, 43.6519103198044)"
169,207,Y,S. WALTER STEWART,S. Walter Stewart Public Library,170 MEMORIAL PARK AVE,M4J 2K5,Library,NA,NA,,Danforth East York (59),N,N,Toronto-Danforth ,14,416-396-3975,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB017,0bfdefba-0420-4a3a-bc0a-31dedc5833e2,"c(-79.3297133796592, 43.6921382898272)"
170,208,Y,SANDERSON,Sanderson Public Library,327 BATHURST ST,M5T 1J1,Library,NA,NA,,Kensington-Chinatown (78),N,N,Spadina-Fort York ,10,416-393-7653,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB085,0cfbc72f-1105-4de0-8d7d-9e996ba1c946,"c(-79.4055623099752, 43.6519038798704)"
171,209,Y,SCARBOROUGH CIVIC CENTRE,Scarborough Civic Centre Public Library,156 BOROUGH DR,M1P 0B5,Library,NA,NA,,Bendale-Glen Andrew (156),N,N,Scarborough Centre ,21,416-396-3599,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB144,6a22b844-787e-4309-8a0b-7841de8b7558,"c(-79.2569155996635, 43.7724846703062)"
172,210,Y,SPADINA ROAD,Spadina Road Public Library,10 SPADINA RD,M5R 2S7,Library,NA,NA,,Annex (95),N,N,University-Rosedale ,11,416-393-7666,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB086,ac75cd74-3ae1-4358-97ed-fdfcf8f5eee4,"c(-79.4046693800912, 43.6676778400184)"
173,211,Y,ST. CLAIR/SILVERTHORN,St. Clair/Silverthorn Public Library,1748 ST CLAIR AVE W,M6N 1J3,Library,NA,NA,,Weston-Pelham Park (91),Y,N,Davenport,9,416-393-7709,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB082,6867831c-c8bb-4896-a4c8-8350c5b5a58d,"c(-79.4606720096, 43.6743468702788)"
174,212,Y,ST. JAMES TOWN,Wellesley Community Centre,495 SHERBOURNE ST,M4X 1K7,Library,NA,NA,,North St.James Town (74),N,N,Toronto Centre ,13,416-393-7744,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB083,6214ecc6-d1f9-4575-9faa-10a5225fd91b,"c(-79.3744794000972, 43.6677968499193)"
175,213,Y,ST. LAWRENCE,St. Lawrence Public Library,171 FRONT ST E,M5A 4H3,Library,NA,NA,,St Lawrence-East Bayfront-The Islands (166),N,N,Toronto Centre ,13,416-393-7655,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB084,fadd4009-24a6-4dc5-a0e7-189f0bcad983,"c(-79.3684698100853, 43.6499749202157)"
176,214,Y,STEELES,Steeles Public Library,375 BAMBURGH CRCL,M1W 3Y1,Library,NA,NA,,Steeles (116),N,Y,Scarborough-Agincourt ,22,416-396-8975,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB087,26b81231-7060-4508-8182-cf5056fd3f50,"c(-79.3222860999069, 43.815762430144)"
177,215,Y,SWANSEA MEMORIAL,Swansea Memorial Public Library,95 LAVINIA AVE,M6S 3H9,Library,NA,NA,,High Park-Swansea (87),N,N,Parkdale-High Park,4,416-393-7695,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB088,e7bb6187-8a44-4475-a3c5-41e382daa787,"c(-79.4778817002512, 43.6476583701514)"
178,216,Y,TAYLOR MEMORIAL,Taylor Memorial Public Library,1440 KINGSTON RD,M1N 1R3,Library,NA,NA,,Birchcliffe-Cliffside (122),N,N,Scarborough Southwest ,20,416-396-8939,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB089,5b9b43e6-92ae-4c70-b461-9ca718bacddd,"c(-79.271306199985, 43.6878392900882)"
179,217,Y,THORNCLIFFE,Thorncliffe Public Library,48 THORNCLIFFE PARK DR,M4H 1J7,Library,NA,NA,,Thorncliffe Park (55),Y,N,Don Valley West ,15,416-396-3865,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB090,c807e05b-42bc-455c-b6c1-e93db34525f5,"c(-79.3427368303565, 43.7029474098799)"
180,218,Y,TODMORDEN ROOM,Todmorden Room Public Library,1081 1/2 PAPE AVE,M4K 3W6,Library,NA,NA,,Old East York (58),N,N,Toronto-Danforth ,14,416-396-3875,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB091,e9d1a4db-f06b-4b86-8232-0a2b2e3c286e,"c(-79.3492704498945, 43.6917839803155)"
181,219,Y,TORONTO REFERENCE LIBRARY,Toronto Reference Public Library,789 YONGE ST,M4W 2G8,Library,NA,NA,,Rosedale-Moore Park (98),N,N,University-Rosedale ,11,416-395-5577,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB018,bc864c18-31b9-4dcd-83fa-f7499538f602,"c(-79.3866732099172, 43.671887520078)"
182,220,Y,VICTORIA VILLAGE,Victoria Village Public Library,184 SLOANE AVE,M4A 2C4,Library,NA,NA,,Victoria Village (43),Y,N,Don Valley East ,16,416-395-5950,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB092,b6795f5a-ea85-42e0-8366-138394d31ded,"c(-79.3128928302059, 43.7359713203066)"
183,221,Y,WESTON,Weston Public Library,2 KING ST,M9N 1K9,Library,NA,NA,,Weston (113),Y,N,York South-Weston,5,416-394-1016,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB093,5c7590e5-42d8-4dd2-a237-2bf0c7674e92,"c(-79.5205849004377, 43.7018204098709)"
184,222,Y,WOODSIDE SQUARE,Woodside Square Public Library,1571 SANDHURST CRCL,M1V 1V2,Library,NA,NA,,Agincourt North (129),N,N,Scarborough North ,23,416-396-8979,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB094,f0f9b4cc-dc91-4cad-9131-53990e8abc33,"c(-79.2693152898719, 43.8092293401488)"
185,223,Y,WOODVIEW PARK,Woodview Park Public Library,16 BRADSTOCK RD,M9M 1M8,Library,NA,NA,,Humbermede (22),Y,N,Humber River-Black Creek,7,416-395-5960,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB095,0d674bfb-b68d-47d0-9a47-cea7e8de0406,"c(-79.5383110100878, 43.7394873401221)"
186,224,Y,WYCHWOOD,Wychwood Public Library,1431 BATHURST ST,M5R 3J2,Library,NA,NA,,Casa Loma (96),N,N,Toronto-St. Paul's ,12,416-393-7683,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB096,32114c43-a8c1-47fa-ae04-18a6af575922,"c(-79.4175796601308, 43.6820897102551)"
187,225,Y,YORK WOODS,York Woods Public Library,1785 FINCH AVE W,M3N 1M6,Library,NA,NA,,Glenfield-Jane Heights (25) ,Y,N,Humber River-Black Creek,7,416-395-5980,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB019,a8d30779-f634-4a83-b659-934367ec7deb,"c(-79.5073591895625, 43.758964879843)"
188,226,Y,YORKVILLE,Yorkville Public Library,22 YORKVILLE AVE,M4W 1L4,Library,NA,NA,,Annex (95),N,N,University-Rosedale ,11,416-393-7660,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB097,ccebfd7f-bd0b-4109-9012-89460e9933d2,"c(-79.3886726504322, 43.6719529401635)"
189,227,Y,CURRAN HALL COMMUNITY CENTRE,Curran Hall Community Centre,277 ORTON PARK RD,M1G 3T4,,NA,NA,,Morningside (135),Y,N,Scarborough-Guildwood ,24,416-396-5156,https://www.toronto.ca/data/parks/prd/facilities/complex/782/index.html,ca3b6cf8-d256-4206-b3ec-893bf9a0eee6,"c(-79.2108470597927, 43.7774253096808)"
190,228,Y,EDENBRIDGE CENTRE,Edenbridge Centre,235 EDENBRIDGE DR,M9A 3G9,,NA,NA,,Edenbridge-Humber Valley (9),N,N,Etobicoke Centre,2,416-392-2451,https://www.toronto.ca/data/parks/prd/facilities/complex/436/index.html,e968c0bf-91f0-4b91-8a1e-961b48584764,"c(-79.5108567702398, 43.6774711402913)"
191,230,Y,ST. LAWRENCE HALL,St. Lawrence Hall,157 KING ST E,M5C 1G9,,NA,NA,,Downtown Yonge East (168),N,N,Toronto Centre ,13,416-392-7809,http://www.stlawrencemarket.com/st_lawrence_hall,de838e2c-34ef-459b-a4e7-766c5ee77aa4,"c(-79.3721571796292, 43.6501940802641)"
192,231,Y,ST. LAWRENCE MARKET,St. Lawrence Market,92-95 FRONT ST E,M5C 1C3,,NA,NA,,St Lawrence-East Bayfront-The Islands (166),N,N,Toronto Centre ,13,416-392-7219,http://www.stlawrencemarket.com/,6fb6e2a4-e479-41b3-969b-cf348417aa49,"c(-79.3714969403533, 43.6491898399054)"
193,233,Y,TORONTO PAN AM SPORTS CENTRE,Toronto Pan Am Sports Centre,875 MORNINGSIDE AVE,M1C 0C7,,NA,NA,,Highland Creek (134),N,N,Scarborough-Rouge Park,25,416-283-5222,https://www.toronto.ca/data/parks/prd/facilities/complex/2773/index.html,376ac900-0871-415e-802e-2375c9046eb3,"c(-79.194283169796, 43.7909091916862)"
194,234,Y,YORK RECREATION CENTRE,York Recreation Centre,115 Black Creek Dr,M6M 5B4,,NA,NA,,Keelesdale-Eglinton West (110),Y,N,York South-Weston,05,416-392-9675,https://www.toronto.ca/data/parks/prd/facilities/complex/3501/index.html,2c8b28c3-a0de-4c0c-9cc8-4908ea6fcf7d,"c(-79.4819349994245, 43.687715240824)"
